beautiful,13,1
beautiful,14,1
beautiful,30,1
beautiful,31,1
beautiful,41,1
beautiful,49,1
either,27,1
either,34,1
lost,14,1
lost,40,1
lost,44,1
women,3,1
women,7,1
women,11,1
women,21,1
women,49,1
kept,5,1
kept,23,1
kept,33,1
kept,36,1
kept,45,1
prince,2,1
prince,5,1
prince,8,1
prince,11,1
prince,12,1
prince,29,1
prince,31,1
prince,40,1
prince,44,1
prince,46,1
prince,49,1
red,10,1
red,15,1
red,16,1
red,19,1
red,23,1
red,28,1
red,31,1
red,32,1
red,34,1
red,49,1
six,5,1
six,14,1
six,17,1
six,18,1
six,19,1
six,30,1
six,33,1
six,49,1
dark,3,1
dark,7,1
dark,16,1
dark,30,1
dark,31,1
dark,33,1
dark,46,1
dark,49,1
master,7,1
master,8,1
master,9,1
master,10,1
master,31,1
master,39,1
master,44,1
land,8,1
land,12,1
land,21,1
land,33,1
land,39,1
land,43,1
land,44,1
land,49,1
can't,0,1
can't,3,1
can't,11,1
can't,23,1
can't,24,1
can't,25,1
can't,27,1
can't,28,1
can't,43,1
can't,49,1
table,0,1
table,1,1
table,3,1
table,4,1
table,5,1
table,6,1
table,10,1
table,21,1
table,27,1
table,30,1
table,34,1
table,46,1
became,2,1
became,5,1
became,31,1
became,45,1
became,49,1
mean,0,1
mean,11,1
mean,24,1
mean,31,1
mean,49,1
making,0,1
making,20,1
making,27,1
second,5,1
second,22,1
earth,12,1
earth,30,1
earth,32,1
earth,45,1
earth,49,1
read,3,1
read,5,1
read,6,1
read,8,1
read,9,1
read,31,1
read,33,1
read,36,1
read,37,1
read,44,1
towards,0,1
towards,6,1
towards,7,1
towards,8,1
towards,10,1
towards,29,1
towards,40,1
towards,45,1
o,2,1
o,4,1
o,8,1
o,9,1
o,13,1
o,14,1
o,26,1
o,28,1
o,30,1
o,31,1
o,44,1
o,46,1
manner,0,1
manner,5,1
manner,7,1
manner,31,1
manner,34,1
ask,8,1
ask,10,1
ask,24,1
ask,30,1
ask,44,1
ask,48,1
captain,5,1
captain,8,1
captain,9,1
captain,12,1
captain,29,1
captain,31,1
captain,39,1
captain,40,1
captain,44,1
short,0,1
short,15,1
short,31,1
short,39,1
short,49,1
sometimes,23,1
sometimes,31,1
feel,9,1
feel,10,1
feel,24,1
feel,26,1
feel,31,1
feel,34,1
call,9,1
ready,10,1
ready,23,1
ready,25,1
ready,29,1
ready,44,1
ready,49,1
city,3,1
city,5,1
city,8,1
city,33,1
city,36,1
city,44,1
city,49,1
question,0,1
question,10,1
question,13,1
